id,title,description,google_product_category,product_type,link,image_link,additional_image_link,condition,availability,price,sale_price,brand,gtin,isbn,mpn,color,size,material,pattern,item_group_id,shipping,shipping_weight,gender,age_group,excluded_destination,adwords_redirect,identifier_exists,unit_pricing_measure,unit_pricing_base_measure,energy_efficiency_class,size_system,size_type,mobile_link,sale_price_effective_date,adult,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4,availability_date
3834,Peavey Tour Series TNT 115 Bass Combo Showroom-Modell,"<p><iframe allowfullscreen="""" frameborder=""0"" height=""350"" src=""https://www.youtube.com/embed/IuhCDXc0zEc"" width=""535""></iframe></p><ul>	<li>300 Watt Ausgangsleistung</li>	<li>15"" Speaker</li>	<li>High Frequency Tweeter</li>	<li>7 Band graphischer EQ</li>	<li>High and Low Control</li>	<li>Bright Switch</li>	<li>Activ und Passive Schalter</li>	<li>Chrunch Schalter</li>	<li>Compressor</li>	<li>Effekt Loops</li>	<li>Master Volumen</li>	<li>Kopfh??rer Ausgang</li>	<li>DDT Speaker Protection</li>	<li>Powerd Speaker Ausgang mit Speakon Ausgang</li>	<li>Kick Back Desing</li></ul>",,"GITARREN  l  B?""SSE",https://www.soundhaus.org/peavey-tour-series-tnt-115-bass-combo/a-21898/?ReferrerID=7,https://cdn02.plentymarkets.com/1n78x8wxrf54/item/images/21898/full/Peavey-TNT-115-tour-Series-.jpg,https://cdn02.plentymarkets.com/1n78x8wxrf54/item/images/21898/full/Peavey-TNT-115-tour-Series--b2.jpg,new,in stock,669.00 EUR,,Peavey,14367137262,,PTSTNT115,,,,,21898,,0 g,,,,,true,,,,,,,,,,,,,,
3837,Peavey Tour Series 450 Bass Topteil,"<p>Die Tour Series Topteile bieten ein breites Spektrum an intensiven M??glichkeiten den Ton zu formen. Der 9-Band ist hier in seinen Frequenzen ""musikalisch"" abgestimmt worden, um ein m??glicht harmonisches Frequenzbild zu bilden. Die Entwickler haben in diesem Zuge eine sehr effektive Abstimmung der tiefen Frequenzen geformt. Diese Equalizer ist fu??schaltbar. Weiter wurde ein fu??schaltbarer, analoger Synth/Divider implantiert um dem Basston mit einer zus??tzlichen tiefen Oktave das n??tige Fundament zu untermauern. Die Endstufen des Tour 700 und 450 leisten 700 Watts bzw. 450 Watts an 4 Ohm in ""Smart Rail"" Endstufen Technologie. Diese Technologie macht die Tops wesentlich leichter und effektiver in der Leistungsabgabe.</p><p>Hier ein Video zu diesem Topteil:? </p><h2 class=""headingA01""><iframe allowfullscreen="""" frameborder=""0"" height=""350"" src=""https://www.youtube.com/embed/e6gxqchlNCA"" width=""535""></iframe></h2><ul>	<li>450 Watt an 4 Ohm, 300 Watt an 8 Ohm</li>	<li>zwei Eing??nge, jeweils f??r passive oder aktive B??sse</li>	<li>zus??tzliche, r??ckseitig montierte Eingangsbuchse</li>	<li>DI XLR Ausgang mit st??rungssicherer Phantomspeisung</li>	<li>Ringkerntransformator</li>	<li>Pre- und Post-Gain Regler</li>	<li>Bright und Low-Cut Schalter</li>	<li>Contour-Regler</li>	<li>aktive H??hen- und Bass Regelung</li>	<li>9-Band Grafik-EQ mit konstantem Q-Faktor und Bypass Schalter</li>	<li>analoger Octave Synth/Devider mit Pegel-Regler und fu??schaltbarem Bypass</li>	<li>Post-Klangregelung-Effektschleife</li>	<li>gepufferter Ausgang f??r Stimmger??t</li>	<li>Abmessungen (HxBxT): 98,42 ? x 482,6 x 330 mm</li>	<li>Gewicht: 10,68 kg</li></ul><p>? </p>",,"GITARREN  l  B?""SSE",https://www.soundhaus.org/alle-artikel/peavey-tour-450-bass-head/a-21901/?ReferrerID=7,https://cdn02.plentymarkets.com/1n78x8wxrf54/item/images/21901/full/PA-Speakers-PEV13-584100-detailed-image-1.jpg,https://cdn02.plentymarkets.com/1n78x8wxrf54/item/images/21901/full/peavey-pea-tour-450-1491829-1024x768.jpg,new,in stock,429.00 EUR,,Peavey,14367131659,,PTS450,,,,,21901,,0 g,,,,,true,,,,,,,,,,,,,,
3846,Soundcraft Venue II 40 Kanal Analog Mixer,"<p><strong>Dies ist ein Einzelst??ck!</strong></p><p>Hier ein Video zu diesem Mixer:? </p><h2 class=""headingA01""><iframe allowfullscreen="""" frameborder=""0"" height=""350"" src=""https://www.youtube.com/embed/JajE-2gf_zs"" width=""535""></iframe></h2><ul>	<li>40 Mono Kan??le</li>	<li>4 Dual Group/EQ Module</li>	<li>Master Modul</li>	<li>4 Band semi-parametric + Shelving Filter</li>	<li>6 AUX Wege</li>	<li>Phasenschalter</li>	<li>High Pass-Filter</li>	<li>Mic IN, Line IN, Direct IN, Direct Out</li></ul><p>? </p><p>F??r mehr Informationen rufen Sie uns an unter der Nummer: 0451/477071</p><p>Dieser Mixer wurde nie benutzt und ist noch in der Verpackungsfolie der seinerzeitigen Auslieferung</p>",,STUDIO l RECORDING,https://www.soundhaus.org/soundcraft-venue-ii-40-channel-analog-mixer/a-21910/?ReferrerID=7,https://cdn02.plentymarkets.com/1n78x8wxrf54/item/images/21910/full/soundcraft-venue-ii-40-8-2-630123.jpg,,new,in stock,9500.00 EUR,,Soundcraft,4050310001095,,SVII40,,,,,21910,,0 g,,,,,true,,,,,,,,,,,,,,
3847,ARP Odyssey FS Rev.3,"<div class=""three-column"" id=""content-wrapper""><div class=""column"" id=""center-wrapper""><div id=""center""><div id=""item"" itemscope="""" itemtype=""http://schema.org/Product""><div class=""container"" id=""item-body""><div class=""tab-content""><div class=""item-body-tab-content"" contentindex=""0c""><div itemprop=""description""><p class=""p1"">Der ARP Odyssey wurde ab 1972 von der amerikanischen Firma ARP Instruments, Inc. hergestellt und erfreute sich unter Musikern schnell einer stetig wachsenden Fangemeinde. 2015 bringt KORG den ARP Odyssey in die Gegenwart zur??ck. Dank fachkundiger Beratung durch David Friend, den Mitbegr??nder von ARP Instruments, konnte KORG die Originalschaltung f??r jene K??nstler reproduzieren, die klassische Sounds wiederbeleben und neue erforschen m??chten. Gemeinsam gelang es den KORG- und ARP-Ingenieuren, Sound und Feel des Vorbilds vollst??ndig zu rekonstruieren. Jedes Detail, bis hin zum Semi-Hardcase musste der Qualit??t des Originals entsprechen.</p><p class=""p1"">Hier ein Video zu diesem Synthesizer:? </p><h2 class=""headingA01""><iframe allowfullscreen="""" frameborder=""0"" height=""350"" src=""https://www.youtube.com/embed/muOLlBml1OE"" width=""535""></iframe></h2><ul>	<li>Ausf??hrung mit schwarzem Bedienfeld und orangefarbenem Aufdruck</li>	<li>Vollst??ndige Rekonstruktion dreier Schaltungsgenerationen mit Unterst??tzung des Gr??nders</li>	<li>Die typische Synthese des ARP Odyssey wurde von Grund auf wiederhergestellt</li>	<li>Die Filter aller drei Generationen sind verf??gbar</li>	<li>Das Portamento-Verhalten von Rev1 und Rev 2/Rev 3 ist nutzbar</li>	<li>Optimierter ARP Odyssey mit Originaltechnik</li>	<li>Kompaktes Format, leichtg??ngige Slider und schlanke, leicht bespielbare Tastatur</li>	<li>Neue DRIVE-Funktion mit separatem Schalter</li>	<li>Zahlreiche Anschl??sse inklusive MIDI- und Kopfh??rerausgang</li>	<li>Patchkabel inklusive</li>	<li>Spezielles Semihardcase inklusive</li></ul></div></div></div></div></div></div></div><div class=""column"" id=""right"">? </div></div><div id=""_atssh"" style=""visibility: hidden; height: 1px; width: 1px; position: absolute; top: -9999px; z-index: 100000;""><iframe id=""_atssh34"" src=""http://s7.addthis.com/static/sh.173601bb04600d0af1d2c66a.html#rand=0.3007142125366751&iit=1470530465470&tmr=load%3D1470530465203%26core%3D1470530465250%26main%3D1470530465451%26ifr%3D1470530465483&cb=0&cdn=0&md=0&kw=Korg%20ARP%20Odyssey%20REV%203%2CDuophonic%20Synthesizer&ab=-&dh=www.justmusic.de&dr=&du=http%3A%2F%2Fwww.justmusic.de%2Fde-de%2Fkeys%2Fsynthesizer%2Fanalog-synthesizer%2F9146708%2Farp-odyssey-rev-3.html&href=/http%3A%2F%2Fwww.justmusic.de%2Fde-de%2Fkeys%2Fsynthesizer%2Fanalog-synthesizer%2F9146708%2Farp-odyssey-rev-3.html&dt=KORG%20ARP%20Odyssey%20REV%203&dbg=0&cap=tc%3D0%26ab%3D0&inst=1&jsl=1&prod=undefined&lng=de&ogt=image&pc=men&pub=xa-4c5c114810e50177&ssl=0&sid=57a683a1112e28a5&srpl=1&srf=0.01&srx=1&ver=300&xck=0&xtr=0&og=image%3Dhttp%253A%252F%252Fwww.justmusic.de%252Fmall%252F1%252Ftmb%252Fitt1068839146708.jpg&csi=undefined&rev=v7.3.4-wp&ct=1&xld=1&xd=1"" style=""height: 1px; width: 1px; position: absolute; top: 0px; z-index: 100000; border-width: 0px; border-style: none; left: 0px;"" title=""AddThis utility frame""></iframe></div>",6001,TASTENINSTRUMENTE,https://www.soundhaus.org/arp-odyssey-fs-rev-3/a-21913/?ReferrerID=7,https://cdn02.plentymarkets.com/1n78x8wxrf54/item/images/21913/full/9635125-800.jpg,"https://cdn02.plentymarkets.com/1n78x8wxrf54/item/images/21913/full/9635115-800.jpg,https://cdn02.plentymarkets.com/1n78x8wxrf54/item/images/21913/full/9635120-800.jpg,https://cdn02.plentymarkets.com/1n78x8wxrf54/item/images/21913/full/9635130-800.jpg,https://cdn02.plentymarkets.com/1n78x8wxrf54/item/images/21913/full/9635135-800.jpg,https://cdn02.plentymarkets.com/1n78x8wxrf54/item/images/21913/full/9635140-800.jpg,https://cdn02.plentymarkets.com/1n78x8wxrf54/item/images/21913/full/9635145-800.jpg,https://cdn02.plentymarkets.com/1n78x8wxrf54/item/images/21913/full/9635150-800.jpg,https://cdn02.plentymarkets.com/1n78x8wxrf54/item/images/21913/full/9635155-800.jpg,https://cdn02.plentymarkets.com/1n78x8wxrf54/item/images/21913/full/9635160-800.jpg,https://cdn02.plentymarkets.com/1n78x8wxrf54/item/images/21913/full/9635165-800.jpg",new,in stock,1559.00 EUR,,ARP,4959112165427,,KRARODYRV3M,,,,,21913,,0 g,,,,,true,,,,,,,,,,,,,,
3859,Warwick BC 20 Bassverst??rker,"<p>Hervorragender Einstiegs-Amp von Warwick der sich auch optimal als allgemeiner ??bungsverst??rker f??r Proberaum und Unterricht eignet. Dank Anschl??ssen f??r zwei Instrumente, sowie f??r Kopfh??rer und Musik-Player k??nnen z. B. Sch??ler und Lehrer gemeinsam spielen oder man ??bt zum Playback der Lieblingsmusik. Die wertige Elektronik und das stabile Geh??use sorgen dabei f??r Spielfreude, H??rgenuss und Langelebigkeit.</p><p><iframe allowfullscreen="""" frameborder=""0"" height=""350"" src=""https://www.youtube.com/embed/V3MTBZYxnyo"" width=""535""></iframe></p><div class=""imageDescriptionB01""><div class=""pictLeft""><div class=""pict""><ul>	<li>Leistung: 20 Watt</li>	<li>Best??ckung: 1x 8"" Lautsprecher und 2"" Hocht??ner</li>	<li>passiver und aktiver Eingang (auch geeignet zur gleichzeitigen Nutzung von 2 Instrumenten)</li>	<li>3-Band EQ</li>	<li>automatischer Kompressor</li>	<li>Aux Eingang: 3,5 mm Klinke</li>	<li>Kopfh??rer Ausgang: 3,5 mm Klinke</li>	<li>Bass Reflex Geh??use</li>	<li>Ma??e (BxHxT): 32 x 43 x 38 cm</li>	<li>Gewicht: 9,0 kg</li></ul></div></div></div>",,"GITARREN  l  B?""SSE",https://www.soundhaus.org/warwick-bc-20-bassverstaerker/a-21926/?ReferrerID=7,https://cdn02.plentymarkets.com/1n78x8wxrf54/item/images/21926/full/222834.jpg,https://cdn02.plentymarkets.com/1n78x8wxrf54/item/images/21926/full/8461300-800.jpg,new,in stock,149.00 EUR,,Warwick,4033685536973,,WBC20,,,,,21926,,0 g,,,,,true,,,,,,,,,,,,,,
3862,Warwick BC 40 Bassverst??rker B-Ware,"<p>B-Waren Artikel k??nnen sein: Vorf??hrware, Ausstellungsware, Kundenretouren, Auslaufmodelle oder Artikel, deren Originalverpackungen leichte Sch??den aufweisen und Artikel mit leichten optischen Gebrauchsspuren. Trotzdem funktionieren die Ger??te einwandfrei!</p><p>Mit dem BC 40 pr??sentiert Warwick einen kompakten Bass-Combo, der sich mit hervorragenden Sound und kompakten Abmessungen als idealer Begleiter f??r Jam-Session und Studio. Die in aufw??ndiger Class A Technik aufgebaute Vorstufe des BC 40 sorgt in Verbindung mit dem Dynamic Distortion Limiter (DDL) f??r eine Verzerrungs- und Nebenger??usch-freie Wiedergabe selbst wenn die ??berraschend hohen Lautst??rke-Reserven der 40 Watt leistenden Endstufe ausgesch??pft werden. Dabei kann ??ber stets musikalisch agierende 3-Band Klangregelung der Sound-Charakters schnell und intuitiv an die eigenen Vorstellungen angepasst werden.</p><p><iframe allowfullscreen="""" frameborder=""0"" height=""350"" src="" https://www.youtube.com/embed/V3MTBZYxnyo"" width=""535""></iframe></p><div class=""imageDescriptionB01""><div class=""pictLeft""><div class=""pict""><ul>	<li>Leistung: 40 W</li>	<li>Best??ckung: 1x 10"" Lautsprecher und 2"" Hocht??ner</li>	<li>passiver und aktiver Eingang (auch geeignet zur gleichzeitigen Nutzung von zwei Instrumenten)</li>	<li>3-Band EQ</li>	<li>automatischer Kompressor</li>	<li>Aux Eingang: 3,5 mm Klinke</li>	<li>Kopfh??rer Ausgang: 3,5 mm Klinke</li>	<li>Bass Reflex Geh??use</li>	<li>Abmessungen (B x H x T): 37 x 47 x 38 cm</li>	<li>Gewicht: 11,0 kg</li></ul></div></div></div>",,"GITARREN  l  B?""SSE",https://www.soundhaus.org/warwick-bc-40-bassverstaerker-b-ware/a-21929/?ReferrerID=7,https://cdn02.plentymarkets.com/1n78x8wxrf54/item/images/21929/full/8409433-800.jpg,"https://cdn02.plentymarkets.com/1n78x8wxrf54/item/images/21929/full/8461300-800.jpg,https://cdn02.plentymarkets.com/1n78x8wxrf54/item/images/21929/full/8409468-800.jpg",new,in stock,189.00 EUR,,Warwick,4033685600018,,WBC40_B,,,,,21929,,0 g,,,,,true,,,,,,,,,,,,,,
3863,Warwick BC 80 Bassverst??rker,"<p>Mit ganzen 80 Watt Ausgangsleistung und einem aus 12 Zoll Speaker und 2 Zoll Hochtonhorn bestehendem Lautsprechergespann ist der Warwick BC 80 Bass-Combo der ideale Begleiter f??r Jamsession und Proberaum, der mit hohen Lautst??rkereserven und einer ausgewogenen Wiedergabe. Hierbei verspricht der in aufw??ndiger Class A Schaltung aufgebaute Preamp eine absolut rauschfreie Darstellung des Instrumentensounds, w??hrend der Dynamic Distortion Limiter (DDL) bei hohen Lautst??rken eingreift, um unerw??nschte Verzerrungen zu verhindern.</p><p><iframe frameborder=""0"" height=""350"" scrolling=""no"" src=""https://www.youtube.com/embed/ICb5abH1j10"" width=""535""></iframe></p><div class=""imageDescriptionB01""><div class=""pictLeft""><div class=""pict""><ul>	<li>Leistung: 80 W</li>	<li>Best??ckung: 1x 12"" Lautsprecher und 2"" Hocht??ner</li>	<li>passiver und aktiver Eingang (auch geeignet zur gleichzeitigen Nutzung von zwei Instrumenten)</li>	<li>4-Band EQ</li>	<li>Dynamic Distortion Limiter</li>	<li>Line Ausgang mit Ground Lift</li>	<li>Aux Eingang: 3,5 mm Klinke</li>	<li>Kopfh??rer Ausgang: 3,5 mm Klinke</li>	<li>Effektweg</li>	<li>Bass Reflex Geh??use</li>	<li>Abmessungen (B x H x T): 42 x 52 x 38 cm</li>	<li>Gewicht: 18,0 kg</li></ul></div></div></div>",,"GITARREN  l  B?""SSE",https://www.soundhaus.org/warwick-bc-80-bassverstaerker/a-21930/?ReferrerID=7,https://cdn02.plentymarkets.com/1n78x8wxrf54/item/images/21930/full/8409433-800.jpg,https://cdn02.plentymarkets.com/1n78x8wxrf54/item/images/21930/full/8409453-800.jpg,new,in stock,269.00 EUR,,Warwick,4033685600049,,WBC80,,,,,21930,,0 g,,,,,true,,,,,,,,,,,,,,
3865,Yamaha MX61 V2 White Retoure,"<p><strong>LIMITED EDITION!</strong></p><p><strong>Mehr als 1.000 Voices der MOTIF-Serie!</strong></p><p>Der MX49/MX61 enth??lt mehr als 1.000 Voices, die direkt aus der erfolgreichen MOTIF-XS-Serie abgeleitet wurden. Von realistischen Instrumenten-Sounds wie Acoustic Piano, E-Piano, Strings und Drums bis hin zu komplexen Synth/Electronic-Sounds mit acht Elements - der MX stellt Ihnen die beliebtesten MOTIF-XS-Voices auf Knopfdruck zur Verf??gung. Die optimierte Bedienoberfl??che des MX hilft Ihnen bei der Auswahl der Voices. Dank der ??berarbeiteten Category-Auswahl ist es einfacher denn je, die genau richtige Voice zu finden. Sie k??nnen auch eigene Sounds direkt am Intrument bearbeiten und speichern.</p><p><strong>VCM Effekte!</strong></p><p>Die MX-Synthesizer verf??gen ??ber Effekte der Virtual Circuitry Modeling Technologie (VCM), die Vintage-Effektger??te auf Transistor-Ebene simulieren und die Sounds von EQs, Flanger, Phaser und Wah-Effekten erm??glichen, die die 70er-Jahre wieder aufleben lassen.</p><p><strong>Einfacher Split/Layer-Performance-Modus!</strong></p><p>Im MOTIF war der Performance-Modus schon immer der erste Anlaufpunkt f??r spontane Inspiration - der MX ist da nicht anders. Sie k??nnen problemlos zwei Voices - jede mit ihrem eigenen intelligenten Arpeggiator - auf der Tastatur kombinieren, indem Sie die dedizierten Split-und Layer-Tasten bet??tigen. Ein zus??tzlicher Part f??r einen Drum-Track vervollst??ndigt die eindrucksvollen Performances, die sich wie eine ganze Band anf??hlen. Die 128 Performances des MX sind mit den neuesten Club-kompatiblen Grooves vorprogrammiert, k??nnen aber alle vom Benutzer bearbeitet werden.</p><p><strong>USB/Audio Interface!</strong></p><p>Der MX ist jedoch nicht nur zum Steuern von DAW-Software und VSTs gedacht, er ist au??erdem noch ein Audio-Interface. Schlie??en Sie ihn einfach mit einem USB-Kabel an Ihren Computer an und schon k??nnen Sie alle T??ne Ihres Computer ??ber den Kopfh??rerausgang des MX abh??ren. Oder h??ren Sie Ihre DAW-Spuren ab, indem Sie den MX an externe Studio-Monitore oder eine PA anschlie??en. Da die Audio-Konverter des MX f??r professionelle Musik-Anwendungen gemacht sind, klingen alle Signale Ihres Computers - auch Spiele - besser, wenn Sie den MX als Ausgang verwenden. Die MX-Schnittstelle ist bi-direktional, so dass Sie auch die Sounds des MX in bestm??glicher Qualit??t direkt und digital auf Ihrem Computer aufnehmen k??nnen, ohne jemals in den analogen Bereich wechseln zu m??ssen.</p><h2 class=""headingA01""><iframe allowfullscreen="""" frameborder=""0"" height=""350"" src=""https://www.youtube.com/embed/Lk3auPSnbyQ"" width=""535""></iframe></h2><ul>	<li>??ber 1.000 Voices, basierend auf den Waveforms vom MOTIF XS? </li>	<li>VCM-Effekte (Virtual Circuitry Modeling)? </li>	<li>Performance-Modus mit einfacher Split/Layer-Erstellung f??r sofortige Inspiration? </li>	<li>128-fache Polyphonie, 16 Parts Multitimbralit??t? </li>	<li>Echtzeit-Controller f??r VSTs und DAWs? </li>	<li>Bi-direktionales USB-Audio/MIDI-Interface? </li>	<li>Music Production Software-Suite im Lieferumfang enthalten? </li>	<li>Geringes Gewicht, Tastatur in Yamaha-Qualit??t? </li>	<li>Vollwertige analoge und digitale Verbindungsm??glichkeit</li></ul>",6001,TASTENINSTRUMENTE,https://www.soundhaus.org/yamaha-mx61-v2-white-retoure/a-21932/?ReferrerID=7,https://cdn02.plentymarkets.com/1n78x8wxrf54/item/images/21932/full/8EDE2183B5D74A608EF37BD4E5512A85-12073.jpg,"https://cdn02.plentymarkets.com/1n78x8wxrf54/item/images/21932/full/78FB6DB4773540E2ADA7CB6758C92529-12075.jpg,https://cdn02.plentymarkets.com/1n78x8wxrf54/item/images/21932/full/6106FDDBC8D74237BF45C019DBD66682-12075.jpg",new,in stock,498.00 EUR,,YAMAHA,4957812606561,,MX61V2WH,,,,,21932,,0 g,,,,,true,,,,,,,,,,,,,,
3869,Warwick BC 150 Bassverst??rker,"<p>Der Warwick BC 150 ist ausgestattet mit einem m??chtigen 15"" Lautsprecher und einem 4"" Hochtonhorn, die von einer kr??ftigen 150 Watt Endstufe befeuert werden. Dazu? liefert der Warwick BC 150 Combo einen fundamentstarken Basssound mit seidigen H??hen, der ??ber ausreichende Lautst??rke- und Druckreserven f??r den Einsatz auf der B??hne verf??gt.? Hierbei sorgt die in Class A Technik aufgebaute Vorstufe f??r eine besonders nat??rliche und vor allem rauschfreie Wiedergabe des Instrumentensounds, w??hrend der Dynamic Distortionlimiter auch bei hohen Lautst??rken zuverl??ssig unerw??nschte Verzerrungen unterbindet. Die 4-Band Klangregelung gestattet eine weitl??ufige Anpassbarkeit des Sounds, sodass der Warwick BC 150 f??r jeden erdenklichen Eisatzzweck gewappnet ist.? Au??erdem ist der BC 150 mit einem seriellen Effektweg ausgestattet, ??ber den externe Effektger??te zum W??rzen des Sounds in den Signalweg eingebunden werden k??nnen, w??hrend der Line-Ausgang dei einfache Abnahme des Combos im Studio oder auf der B??hne gestattet.</p><p><iframe allowfullscreen="""" frameborder=""0"" height=""350"" src=""https://www.youtube.com/embed/ICb5abH1j10"" width=""535""></iframe></p><div class=""imageDescriptionB01""><div class=""pictLeft""><div class=""pict""><ul>	<li>Leistung: 150 Watt</li>	<li>Best??ckung: 1x 15"" Warwick Custom Speaker und 4"" Hochtonhorn</li>	<li>Bassreflex Geh??use</li>	<li>Class A Preamp</li>	<li>4-Band EQ mit Reglern f??r Bass, tiefe Mitten, hohe Mitten und H??hen</li>	<li>DDL (Dynamic Distortion Limiter) f??r verzerrungsfreie Wiedergabe bei hohen Pegeln</li>	<li>K??hlung ??ber Luftstrom des Bassreflexkanals, kein L??fterger??usch</li>	<li>2 Inputs f??r aktive oder passive B??sse</li>	<li>beide Instrumenteneing??nge k??nnen gleichzeitig genutzt werden</li>	<li>Line Ausgang mit Ground Lift</li>	<li>FX Loop</li>	<li>Aux Stereo-Input f??r MP3 Player CD Player etc,</li>	<li>integrierter Kopfh??rerverst??rker</li>	<li>Stereowiedergabe des AUX Signals ??ber Kopfh??rer</li>	<li>Abmessungen (B x H x T): 54 x 56 x 39 cm</li>	<li>Gewicht: 23 kg</li></ul></div></div></div>",,"GITARREN  l  B?""SSE",https://www.soundhaus.org/warwick-bc-150-bassverstaerker/a-21936/?ReferrerID=7,https://cdn02.plentymarkets.com/1n78x8wxrf54/item/images/21936/full/BAS0005413-000-Grey-Front-0640.jpg,,new,in stock,399.00 EUR,,Warwick,4033685600087,,WBC150,,,,,21936,,0 g,,,,,true,,,,,,,,,,,,,,
3871,Warwick BC 300 Bassverst??rker,"<p>Der Warwick BC 300 bietet klassischen? Sound im modernen Gewand. Mit 300 Watt, einem 15"" Speaker und einem 4"" Hocht??ner ist dieser Verst??rker f??r fast alle Situationen ger??stet, egal ob im Proberaum oder auf der B??hne. Sein druckvoller Sound kann mit Hilfe des 10 Band EQs an jeden Spielstil und jeden Raum angepasst werden. Der Amp ist au??erdem mit einem zuschaltbaren Kompressor ausgestattet. Die beiden Eing??nge f??r passive und aktive B??sse lassen sich auch simultan nutzen.</p><p><iframe frameborder=""0"" height=""350"" scrolling=""no"" src=""https://www.youtube.com/embed/UxbdySJLb5A"" width=""535""></iframe></p><div class=""imageDescriptionB01""><div class=""pictLeft""><div class=""pict""><ul>	<li>Leistung: 300 W</li>	<li>Best??ckung: 1x 15"" Lautsprecher und 4"" Hocht??ner</li>	<li>passiver und aktiver Eingang (auch geeignet zur gleichzeitigen Nutzung von 2 Instrumenten)</li>	<li>2-Band EQ und 10-Band Graphik EQ</li>	<li>regelbarer Kompressor</li>	<li>Aux Eingang: 3,5 mm Klinke</li>	<li>Kopfh??rer Ausgang: 3,5 mm Klinke</li>	<li>Effektweg</li>	<li>Line Ausgang mit Ground Lift</li>	<li>Externer Lautsprecher Ausgang (8 Ohm)</li>	<li>Bass Reflex Geh??use</li>	<li>Ma??e (B x H x T): 54 x 61 x 44 cm</li>	<li>Gewicht: 32 kg</li></ul></div></div></div>",,"GITARREN  l  B?""SSE",https://www.soundhaus.org/warwick-bc-300-bassverstaerker/a-21938/?ReferrerID=7,https://cdn02.plentymarkets.com/1n78x8wxrf54/item/images/21938/full/8498689-800.jpg,"https://cdn02.plentymarkets.com/1n78x8wxrf54/item/images/21938/full/8487103-800.jpg,https://cdn02.plentymarkets.com/1n78x8wxrf54/item/images/21938/full/8487093-800.jpg",new,in stock,649.00 EUR,,Warwick,4033685600124,,WBC300,,,,,21938,,0 g,,,,,true,,,,,,,,,,,,,,
